name,LATITUDE,LONGITUDE
ACE The Place CC,1.42749277602918,103.792240772323
Aljunied CC,1.35465808310012,103.889546235205
Anchorvale CC,1.39712791773438,103.886665684716
Ang Mo Kio CC,1.36683348076669,103.840668130336
Ayer Rajah CC,1.3207993044286,103.747540191939
Bedok CC,1.32424659842593,103.936047838803
Bidadari CC (U/C),1.33873065408448,103.871670015649
Bishan CC,1.34951161831951,103.850509275687
Boon Lay CC,1.34832322532679,103.711380186479
Braddell Heights CC (Pending U/C),1.35161224552733,103.8703678757
Buangkok CC (U/C),1.38343476250513,103.892190513977
Bukit Batok CC (Pending U/C),1.35019080604781,103.747514398535
Bukit Batok East CC (U/C),1.34898738780681,103.758195830417
Bukit Merah CC,1.28525426592061,103.815828543116
Bukit Panjang CC,1.37645074924612,103.77055880601
Bukit Timah CC (Pending U/C),1.34050085979547,103.771609614654
Buona Vista CC,1.30925871460611,103.792619417011
Cairnhill CC,1.3104343381511,103.838864880096
Canberra CC,1.44504412683036,103.819473739147
Changi Simei CC,1.34493553057398,103.955110948119
Cheng San CC (Pending U/C),1.37178044674321,103.849569976256
Chong Pang CC,1.43083237048448,103.829234874916
Chua Chu Kang CC,1.38115529003064,103.751903886481
Ci Yuan CC,1.37514897825787,103.882894179307
Clementi CC,1.31881518814763,103.768153686645
Dover CC,1.302529944662,103.783271666717
Eunos CC (Pending U/C),1.33255277788544,103.91514355252
Fengshan CC,1.33049879236922,103.939995692517
Fengshan CC (U/C),1.33070761805554,103.936613618799
Fernvale CC (U/C),1.39172551587031,103.877000455369
Fuchun CC (Pending U/C),1.42952981919595,103.774811855067
PAssion WaVe @ Marina Bay (Sea Sports Club),1.29499327834417,103.866775484716
PAssion WaVe @ Pasir Ris (Sea Sports Club),1.38494702692128,103.943446200896
PAssion WaVe @ Sembawang (Sea Sport Club),1.4590379403414,103.843650299837
Gek Poh Ville CC (Pending U/C),1.34868981937877,103.698726261357
Geylang Serai CC,1.3164501683615,103.89659695323
Geylang West CC,1.3156911078441,103.872387855134
Henderson CC,1.28601015660462,103.823315322074
Hillview CC,1.36196724402422,103.764266389757
Hong Kah North CC,1.35905888839505,103.749456841487
Hougang CC,1.36475743233025,103.892622240184
Hwi Yoh CC,1.37360010030912,103.873890977742
imPAct@Hong Lim Green,1.28632940482837,103.846479315186
Jalan Besar CC,1.30800417111748,103.861786572317
Joo Chiat CC,1.30745720639376,103.904168869493
Jurong Green CC,1.35055603170356,103.725341556777
Jurong Spring CC,1.34833016917296,103.718155703267
Kaki Bukit CC (U/C),1.33338206967953,103.926846224656
Kallang CC,1.31780290497647,103.862373282501
Kampong Chai Chee CC/Heartbeat @Bedok,1.32698498848449,103.931620621577
Kampong Glam CC,1.30279521839327,103.863597858268
Kampong Kembangan CC (Pending U/C),1.32315519886988,103.912698650056
Kampong Ubi CC,1.31784643130184,103.900750126977
Katong CC,1.30059117423726,103.884748931358
Keat Hong CC,1.38406515926541,103.744923812722
Kebun Baru CC,1.37300749906274,103.83761242449
Kim Seng CC,1.28968265976033,103.83070644581
Kolam Ayer CC,1.32415431819917,103.869693090627
Kreta Ayer CC,1.28119257621546,103.843012853618
Leng Kee CC,1.28978711891653,103.81444834816
Limbang CO c/o Yew Tee CC,1.39491758447052,103.744727853367
MacPherson CC,1.3235370882948,103.884481193415
Marine Parade CC (Pending U/C),1.30482859822658,103.9095452826
Marsiling CC (Pending U/C),1.44065677654285,103.773615184767
Marymount CC,1.36213756796576,103.8412861742
Mountbatten CC,1.30017762817114,103.884043223042
Mountbatten CC (U/C),1.30923463666423,103.886826838063
Nanyang CC,1.3423640283979,103.692320231917
Nee Soon Central CC,1.42803584532257,103.836092102185
Nee Soon East CC,1.43102087212489,103.838488083545
Nee Soon South CC (U/C),1.4151749664221,103.834693130803
One Punggol CC (U/C),1.40861759539368,103.90508784944
Pasir Ris East CC,1.3685870294423,103.959198004761
Pasir Ris Elias CC,1.37842943699246,103.942476405496
Paya Lebar Kovan CC (Pending U/C),1.35779860505296,103.886092082636
Pek Kio CC,1.31305864843728,103.851373846882
Potong Pasir CC,1.33253591154285,103.86703683934
Punggol 21 CC,1.39360624159956,103.913464113125
Punggol CC,1.3743788214828,103.891815328408
Punggol Park CC,1.37773444443111,103.896252886146
Punggol Vista CC,1.40328429076968,103.907288602075
Punggol West CC,1.40451590068484,103.89566486383
Queenstown CC,1.29915022797049,103.80130510766
Radin Mas CC,1.27593101840053,103.819753130977
Rivervale CC (U/C),1.38515276413574,103.902319507384
Sembawang CC (Pending U/C),1.4516815276281,103.828783247126
Sengkang CC,1.39278558587024,103.893906102774
Senja-Cashew CC,1.38158679008906,103.76465958417
Siglap CC,1.32163185812187,103.9433365555
Siglap CC (U/C),1.31729193602696,103.946742143134
Siglap South CC,1.3131589522001,103.930623466344
Taman Jurong CC,1.3353068008328,103.721626399564
Tampines Central CC,1.35349615471813,103.939683594446
Tampines Changkat CC (U/C),1.3458133461735,103.947687834643
Tampines East CC,1.35335682593433,103.954620461629
Tampines North CC (U/C),1.35736478775974,103.946602685067
Tampines West CC,1.34875076398822,103.935633408895
Tanglin CC,1.32338446818001,103.826877183466
Tanjong Pagar CC,1.27616698002633,103.841584210034
Teck Ghee CC,1.36308867917974,103.853536076665
Telok Blangah CC,1.27486265663736,103.807875435609
Tengah CC (U/C),1.35675241769837,103.734500050293
The Frontier CC,1.34046956412475,103.704452685304
The Serangoon CC,1.37005486240283,103.873927617452
Thomson CC (Till 1Q 2022),1.35858841571498,103.845522522015
Thomson CC (U/C),1.35125385335026,103.83626228639
Tiong Bahru CC,1.28345251714882,103.831882714575
Toa Payoh Central CC (Pendng U/C),1.33493451709456,103.850204545922
Toa Payoh East CC (Pending relocation),1.33627489206396,103.85470024903
Toa Payoh South CC (Pending relocation),1.33489037046643,103.859378979813
Toa Payoh West CC,1.3353827124599,103.844830875826
Ulu Pandan CC (U/C),1.31200940949362,103.789211186001
West Coast CC,1.30264555979077,103.764832077473
Whampoa CC,1.32463959408329,103.856979169641
Woodgrove CC,1.43177102177052,103.785006866148
Woodlands CC (Pending U/C),1.43973033862036,103.788235404817
Woodlands Galaxy CC,1.43904160690114,103.802610984283
Yew Tee CC,1.39491758447052,103.744727853367
Yio Chu Kang CC (Pending U/C),1.38151727157775,103.841428124035
Yishun Link CC,1.42503566854712,103.846399217959
Yuhua CC,1.33997285278881,103.737065915264
Zhenghua CC (Pending U/C),1.3868068291971,103.771520846382
PAssion WaVe @ Bedok Reservoir (Sea Sports Club) (U/C),1.34126283840987,103.933010357794
PAssion WaVe @ East Coast (Sea Sports Club),1.31172799144257,103.952222993033
PAssion WaVe @ Jurong Lake Gardens (Sea Sports Club),1.33935955388184,103.727299471215
